"Name","API Name","Memory","Compute Units (ECU)","vCPUs","GPUs","GPU model","GPU memory","CUDA Compute Capability","FPGAs","ECU per vCPU","Physical Processor","Clock Speed(GHz)","Intel AVX","Intel AVX2","Intel AVX-512","Intel Turbo","Instance Storage","Instance Storage: already warmed-up","Instance Storage: SSD TRIM Support","Arch","Network Performance","EBS Optimized: Max Bandwidth","EBS Optimized: Max Throughput (128K)","EBS Optimized: Max IOPS (16K)","EBS Exposed as NVMe","Max IPs","Max ENIs","Enhanced Networking","VPC Only","IPv6 Support","Placement Group Support","Linux Virtualization","On EMR","Linux On Demand cost","Linux Reserved cost","RHEL On Demand cost","RHEL Reserved cost","SLES On Demand cost","SLES Reserved cost","Windows On Demand cost","Windows Reserved cost","Windows SQL Web On Demand cost","Windows SQL Web Reserved cost","Windows SQL Std On Demand cost","Windows SQL Std Reserved cost","Windows SQL Ent On Demand cost","Windows SQL Ent Reserved cost","Linux SQL Web On Demand cost","Linux SQL Web Reserved cost","Linux SQL Std On Demand cost","Linux SQL Std Reserved cost","Linux SQL Ent On Demand cost","Linux SQL Ent Reserved cost","EBS Optimized surcharge","EMR cost"
"C5A 16xlarge","c5a.16xlarge","128.0 GiB","0 units","64 vCPUs","0","None","0 GiB","0","0","0 units","AMD EPYC 7R32","2.8 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","20 Gigabit","6300.0 Mbps","788.0 Mbps","26700.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","Unknown","No","$2.464000 hourly","$1.552000 hourly","$2.594 hourly","$1.682 hourly","$2.614 hourly","$1.612 hourly","$5.408000 hourly","$4.496000 hourly","$6.49 hourly","$5.578 hourly","$13.088 hourly","$12.176 hourly","$29.408 hourly","$28.496 hourly","$3.546 hourly","$2.634 hourly","$10.144 hourly","$9.232 hourly","$26.464 hourly","$25.552 hourly","0","unavailable"
"R5AD 12xlarge","r5ad.12xlarge","384.0 GiB","0 units","48 vCPUs","0","None","0 GiB","0","0","0 units","AMD EPYC 7571","2.5 GHz","unknown","unknown","unknown","unknown","1800 GiB               (2 * 900 GiB NVMe SSD)","Yes","Yes","64-bit","10 Gigabit","6780.0 Mbps","847.5 Mbps","30000.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","Unknown","No","$3.144000 hourly","$1.981000 hourly","$3.274 hourly","$2.111 hourly","$3.294 hourly","$2.041 hourly","$5.352000 hourly","$4.189000 hourly","$6.163 hourly","$5 hourly","$11.112 hourly","$9.949 hourly","$23.352 hourly","$22.189 hourly","$3.955 hourly","$2.792 hourly","$8.904 hourly","$7.741 hourly","$21.144 hourly","$19.981 hourly","0","unavailable"
"C6GD Quadruple Extra Large","c6gd.4xlarge","32.0 GiB","0 units","16 vCPUs","0","None","0 GiB","0","0","0 units","AWS Graviton2 Processor","2.5 GHz","unknown","unknown","unknown","unknown","950 GiB               NVMe SSD","Yes","Yes","64-bit","Up to 10 Gigabit","4750.0 Mbps","593.75 Mbps","20000.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","Unknown","No","$0.614400 hourly","$0.387100 hourly","$0.7444 hourly","$0.5171 hourly","$0.7644 hourly","$0.4471 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"M5A Large","m5a.large","8.0 GiB","0 units","2 vCPUs","0","None","0 GiB","0","0","0 units","AMD EPYC 7571","2.5 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","Up to 10 Gigabit","2880.0 Mbps","360.0 Mbps","16000.0 IOPS","Yes","30","3","Yes","Yes","Yes","No","Unknown","No","$0.086000 hourly","$0.054000 hourly","$0.146 hourly","$0.114 hourly","$0.149 hourly","$0.079 hourly","$0.178000 hourly","$0.146000 hourly","$0.246 hourly","$0.214 hourly","$0.658 hourly","$0.626 hourly","unavailable","unavailable","$0.154 hourly","$0.122 hourly","$0.566 hourly","$0.534 hourly","unavailable","unavailable","0","unavailable"
"I3 High I/O Eight Extra Large","i3.8xlarge","244.0 GiB","97 units","32 vCPUs","0","None","0 GiB","0","0","3.031 units","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","Yes","Yes","unknown","Yes","7600 GiB               (4 * 1900 GiB NVMe SSD)","Yes","Yes","64-bit","10 Gigabit","7000.0 Mbps","875.0 Mbps","32500.0 IOPS","No","240","8","Yes","Yes","Yes","No","HVM","Yes","$2.496000 hourly","$1.714000 hourly","$2.626 hourly","$1.844 hourly","$2.596 hourly","$1.747 hourly","$3.968000 hourly","$3.186000 hourly","$4.532 hourly","$3.75 hourly","$7.808 hourly","$7.026 hourly","$15.968 hourly","$15.186 hourly","$3.037 hourly","$2.254 hourly","$6.336 hourly","$5.554 hourly","$14.496 hourly","$13.714 hourly","0","$0.270 hourly"
"High Memory Cluster Eight Extra Large","cr1.8xlarge","244.0 GiB","88 units","32 vCPUs","0","None","0 GiB","0","0","2.75 units","Intel Xeon E5-2670","unknown","unknown","unknown","unknown","unknown","240 GiB               (2 * 120 GiB SSD)","No","No","64-bit","10 Gigabit","N/A","0 Mbps","0 IOPS","No","240","8","No","No","No","No","Unknown","Yes","$3.500000 hourly","unavailable","$3.63 hourly","unavailable","$3.6 hourly","unavailable","$3.831000 hourly","unavailable","$4.044 hourly","unavailable","$7.25 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","$0.270 hourly"
"C6G 12xlarge","c6g.12xlarge","96.0 GiB","0 units","48 vCPUs","0","None","0 GiB","0","0","0 units","AWS Graviton2 Processor","2.5 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","20 Gigabit","14250.0 Mbps","1781.25 Mbps","50000.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","Unknown","No","$1.632000 hourly","$1.028200 hourly","$1.762 hourly","$1.1582 hourly","$1.782 hourly","$1.0882 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"M5N Eight Extra Large","m5n.8xlarge","128.0 GiB","0 units","32 vCPUs","0","None","0 GiB","0","0","0 units","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","25 Gigabit","6800.0 Mbps","850.0 Mbps","30000.0 IOPS","Yes","240","8","No","Yes","Yes","No","Unknown","No","$1.904000 hourly","$1.200000 hourly","$2.034 hourly","$1.33 hourly","unavailable","unavailable","$3.376000 hourly","$2.672000 hourly","$3.917 hourly","$3.212 hourly","$7.216 hourly","$6.512 hourly","$15.376 hourly","$14.672 hourly","$2.445 hourly","$1.74 hourly","$5.744 hourly","$5.04 hourly","$13.904 hourly","$13.2 hourly","0","unavailable"
"M6GD Eight Extra Large","m6gd.8xlarge","128.0 GiB","0 units","32 vCPUs","0","None","0 GiB","0","0","0 units","AWS Graviton2 Processor","2.5 GHz","unknown","unknown","unknown","unknown","1900 GiB               NVMe SSD","Yes","Yes","64-bit","12 Gigabit","9500.0 Mbps","1187.5 Mbps","40000.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","Unknown","No","$1.446400 hourly","$0.911200 hourly","$1.5764 hourly","$1.0412 hourly","$1.5964 hourly","$0.9712 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"M5A 24xlarge","m5a.24xlarge","384.0 GiB","0 units","96 vCPUs","0","None","0 GiB","0","0","0 units","AMD EPYC 7571","2.5 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","20 Gigabit","13570.0 Mbps","1696.25 Mbps","60000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","Unknown","Yes","$4.128000 hourly","$2.601000 hourly","$4.258 hourly","$2.731 hourly","$4.278 hourly","$2.661 hourly","$8.544000 hourly","$7.017000 hourly","$10.166 hourly","$8.639 hourly","$20.064 hourly","$18.537 hourly","$44.544 hourly","$43.017 hourly","$5.75 hourly","$4.223 hourly","$15.648 hourly","$14.121 hourly","$40.128 hourly","$38.601 hourly","0","$0.270 hourly"
"R6G Quadruple Extra Large","r6g.4xlarge","128.0 GiB","0 units","16 vCPUs","0","None","0 GiB","0","0","0 units","AWS Graviton2 Processor","2.5 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","Up to 10 Gigabit","4750.0 Mbps","593.75 Mbps","20000.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","Unknown","No","$0.806400 hourly","$0.508000 hourly","$0.9364 hourly","$0.638 hourly","$0.9564 hourly","$0.568 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"C6GN 16xlarge","c6gn.16xlarge","128.0 GiB","0 units","64 vCPUs","0","None","0 GiB","0","0","0 units","AWS Graviton2 Processor","2.5 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","100 Gigabit","38000.0 Mbps","4750.0 Mbps","160000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","Unknown","No","$2.764800 hourly","$1.745020 hourly","$2.8948 hourly","$1.87502 hourly","$2.9148 hourly","$1.80502 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"C6GN Medium","c6gn.medium","2.0 GiB","0 units","1 vCPUs","0","None","0 GiB","0","0","0 units","AWS Graviton2 Processor","2.5 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","Up to 25 Gigabit","9500.0 Mbps","1187.5 Mbps","40000.0 IOPS","Yes","8","2","Yes","Yes","Yes","No","Unknown","No","$0.043200 hourly","$0.027270 hourly","$0.1032 hourly","$0.08727 hourly","$0.0742 hourly","$0.04027 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"C4 High-CPU Quadruple Extra Large","c4.4xlarge","30.0 GiB","62 units","16 vCPUs","0","None","0 GiB","0","0","3.875 units","Intel Xeon E5-2666 v3 (Haswell)","2.9 GHz","Yes","Yes","unknown","Yes","EBS only","N/A","N/A","64-bit","High","2000.0 Mbps","250.0 Mbps","16000.0 IOPS","No","240","8","Yes","Yes","Yes","No","HVM","Yes","$0.796000 hourly","$0.504000 hourly","$0.926 hourly","$0.634 hourly","$0.896 hourly","$0.537 hourly","$1.532000 hourly","$1.240000 hourly","$1.814 hourly","$1.522 hourly","$5.538 hourly","$4.203 hourly","$7.532 hourly","$7.24 hourly","$1.07 hourly","$0.774 hourly","$2.72 hourly","$2.424 hourly","$6.8 hourly","$6.504 hourly","$0.00 hourly","$0.210 hourly"
"U-6TB1 Metal","u-6tb1.metal","6144.0 GiB","0 units","448 vCPUs","0","None","0 GiB","0","0","0 units","Intel Xeon Scalable (Skylake)","unknown","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","25 Gigabit","38000.0 Mbps","4750.0 Mbps","160000.0 IOPS","No","150","5","No","Yes","Yes","No","Unknown","No","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"M6GD Double Extra Large","m6gd.2xlarge","32.0 GiB","0 units","8 vCPUs","0","None","0 GiB","0","0","0 units","AWS Graviton2 Processor","2.5 GHz","unknown","unknown","unknown","unknown","474 GiB               NVMe SSD","Yes","Yes","64-bit","Up to 10 Gigabit","4750.0 Mbps","593.75 Mbps","20000.0 IOPS","Yes","60","4","Yes","Yes","Yes","No","Unknown","No","$0.361600 hourly","$0.227800 hourly","$0.4916 hourly","$0.3578 hourly","$0.5116 hourly","$0.2878 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"F1 16xlarge","f1.16xlarge","976.0 GiB","201 units","64 vCPUs","0","None","0 GiB","0","8","3.141 units","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","Yes","Yes","unknown","Yes","3760 GiB               (4 * 940 GiB NVMe SSD)","Yes","Yes","64-bit","25 Gigabit","14000.0 Mbps","1750.0 Mbps","75000.0 IOPS","No","400","8","Yes","Yes","Yes","No","HVM","No","$13.200000 hourly","$8.925000 hourly","$13.33 hourly","$9.055 hourly","$13.3 hourly","$8.958 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"C6GN Large","c6gn.large","4.0 GiB","0 units","2 vCPUs","0","None","0 GiB","0","0","0 units","AWS Graviton2 Processor","2.5 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","Up to 25 Gigabit","9500.0 Mbps","1187.5 Mbps","40000.0 IOPS","Yes","30","3","Yes","Yes","Yes","No","Unknown","No","$0.086400 hourly","$0.054530 hourly","$0.1464 hourly","$0.11453 hourly","$0.1494 hourly","$0.07953 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"T3A Micro","t3a.micro","1.0 GiB","Base performance:                 20%","2 vCPUs                                                   for a                 2h 24m                 burst","0","None","0 GiB","0","0","Burstable","AMD EPYC 7571","2.5 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","Up to 5 Gigabit","2085.0 Mbps","260.57 Mbps","11800.0 IOPS","Yes","4","2","Yes","Yes","Yes","No","Unknown","No","$0.009400 hourly","$0.005900 hourly","$0.0694 hourly","$0.0659 hourly","$0.0094 hourly","$0.0099 hourly","$0.018600 hourly","$0.015100 hourly","$0.0862 hourly","$0.0827 hourly","unavailable","unavailable","unavailable","unavailable","$0.077 hourly","$0.0735 hourly","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"U-9TB1 Metal","u-9tb1.metal","9216.0 GiB","0 units","448 vCPUs","0","None","0 GiB","0","0","0 units","Intel Xeon Scalable (Skylake)","unknown","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","25 Gigabit","38000.0 Mbps","4750.0 Mbps","160000.0 IOPS","No","150","5","No","Yes","Yes","No","Unknown","No","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"C6G Eight Extra Large","c6g.8xlarge","64.0 GiB","0 units","32 vCPUs","0","None","0 GiB","0","0","0 units","AWS Graviton2 Processor","2.5 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","12 Gigabit","9500.0 Mbps","1187.5 Mbps","40000.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","Unknown","No","$1.088000 hourly","$0.685400 hourly","$1.218 hourly","$0.8154 hourly","$1.238 hourly","$0.7454 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"G3S Extra Large","g3s.xlarge","30.5 GiB","13 units","4 vCPUs","1","NVIDIA Tesla M60","8 GiB","5.2","0","3.25 units","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","Up to 10 Gigabit","850.0 Mbps","106.25 Mbps","5000.0 IOPS","Yes","60","4","Yes","Yes","Yes","No","Unknown","Yes","$0.750000 hourly","$0.551000 hourly","$0.81 hourly","$0.611 hourly","$0.875 hourly","$0.601 hourly","$0.934000 hourly","$0.735000 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","$0.188 hourly"
"C6GN Metal","c6gn.metal","128.0 GiB","0 units","64 vCPUs","0","None","0 GiB","0","0","0 units","AWS Graviton2 Processor","2.5 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","100 Gigabit","N/A","0 Mbps","0 IOPS","No","N/A","N/A","Yes","Yes","Yes","No","Unknown","No","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable"
"R6G Large","r6g.large","16.0 GiB","0 units","2 vCPUs","0","None","0 GiB","0","0","0 units","AWS Graviton2 Processor","2.5 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","Up to 10 Gigabit","4750.0 Mbps","593.75 Mbps","20000.0 IOPS","Yes","30","3","Yes","Yes","Yes","No","Unknown","No","$0.100800 hourly","$0.063500 hourly","$0.1608 hourly","$0.1235 hourly","$0.1638 hourly","$0.0885 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"A1 Quadruple Extra Large","a1.4xlarge","32.0 GiB","0 units","16 vCPUs","0","None","0 GiB","0","0","0 units","AWS Graviton Processor","2.3 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","Up to 10 Gigabit","3500.0 Mbps","437.5 Mbps","20000.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","Unknown","No","$0.408000 hourly","$0.257000 hourly","$0.538 hourly","$0.387 hourly","$0.558 hourly","$0.317 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"F1 Double Extra Large","f1.2xlarge","122.0 GiB","31 units","8 vCPUs","0","None","0 GiB","0","1","3.875 units","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","Yes","Yes","unknown","Yes","470 GiB               NVMe SSD","Yes","Yes","64-bit","Up to 10 Gigabit","1700.0 Mbps","212.5 Mbps","12000.0 IOPS","No","60","4","Yes","Yes","Yes","No","HVM","No","$1.650000 hourly","$1.116000 hourly","$1.78 hourly","$1.246 hourly","$1.75 hourly","$1.149 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"A1 Medium","a1.medium","2.0 GiB","0 units","1 vCPUs","0","None","0 GiB","0","0","0 units","AWS Graviton Processor","2.3 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","Up to 10 Gigabit","3500.0 Mbps","437.5 Mbps","20000.0 IOPS","Yes","8","2","Yes","Yes","Yes","No","Unknown","No","$0.025500 hourly","$0.016100 hourly","$0.0855 hourly","$0.0761 hourly","$0.0565 hourly","$0.0291 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"T2 Medium","t2.medium","4.0 GiB","Base performance:                 40%","2 vCPUs                                                   for a                 4h 48m                 burst","0","None","0 GiB","0","0","Burstable","Intel Xeon Family","Up to 3.3 GHz","Yes","unknown","unknown","Yes","EBS only","N/A","N/A","32/64-bit","Low to Moderate","N/A","0 Mbps","0 IOPS","No","18","3","No","Yes","Yes","No","HVM","No","$0.046400 hourly","$0.028700 hourly","$0.1064 hourly","$0.0887 hourly","$0.1464 hourly","$0.0617 hourly","$0.064400 hourly","$0.046700 hourly","$0.1358 hourly","$0.1181 hourly","unavailable","unavailable","unavailable","unavailable","$0.114 hourly","$0.0963 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable"
"T4G Double Extra Large","t4g.2xlarge","32.0 GiB","0 units","8 vCPUs                                                   for a                 9h 36m                 burst","0","None","0 GiB","0","0","0 units","AWS Graviton2 Processor","2.5 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","Up to 5 Gigabit","3475.0 Mbps","434.37 Mbps","15700.0 IOPS","Yes","60","4","No","Yes","Yes","No","Unknown","No","$0.268800 hourly","$0.168600 hourly","$0.3988 hourly","$0.2986 hourly","$0.4188 hourly","$0.2286 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"A1 Large","a1.large","4.0 GiB","0 units","2 vCPUs","0","None","0 GiB","0","0","0 units","AWS Graviton Processor","2.3 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","Up to 10 Gigabit","3500.0 Mbps","437.5 Mbps","20000.0 IOPS","Yes","30","3","Yes","Yes","Yes","No","Unknown","No","$0.051000 hourly","$0.032100 hourly","$0.111 hourly","$0.0921 hourly","$0.114 hourly","$0.0571 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
